Date,Product_Name,Category,Location,Unit_Price_NGN,Qty_Sold,Daily_Total_NGN,Competitor_Price,Price_Gap_Pct,Delivery_Status
2025-05-23,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,24,96000,3200,25,Delayed
2025-05-23,Milo Refill 500g,Beverages,Abuja,7200,-1,0,6000,20,On-Time
2025-05-23,Dangote Sugar 1kg,Sweeteners,Enugu,4000,1,4000,3200,25,Delayed
2025-05-23,Yellow Garri (Paint),Tubers,Enugu,5500,27,148500,4200,31,On-Time
2025-05-24,Power Oil (Sachet),Oils,Abuja,500,21,10500,400,25,Delayed
2025-05-24,Semovita 10kg,Swallow,Lagos (Ikeja),10500,28,294000,9200,14.1,On-Time
2025-05-24,Power Oil (Sachet),Oils,Port Harcourt,500,12,6000,400,25,Delayed
2025-05-24,Yam Tuber (Large),Produce,Enugu,12000,26,312000,8000,50,Delayed
2025-05-25,Milo Refill 500g,Beverages,Enugu,7200,23,165600,6000,20,On-Time
2025-05-25,Indomie Super Pack,Noodles,Enugu,19500,17,331500,16800,16.1,Delayed
2025-05-25,Dangote Sugar 1kg,Sweeteners,Ibadan,4000,22,88000,3200,25,Critical Delay
2025-05-25,Yellow Garri (Paint),Tubers,Port Harcourt,5500,17,93500,4200,31,Delayed
2025-05-26,Yellow Garri (Paint),Tubers,Enugu,5500,29,159500,4200,31,Delayed
2025-05-26,Yellow Garri (Paint),Tubers,Enugu,5500,0,0,4200,31,Critical Delay
2025-05-26,Milo Refill 500g,Beverages,Enugu,7200,30,216000,6000,20,On-Time
2025-05-26,Beans Brown (Oloyin),Grains,Enugu,4500,22,99000,3200,40.6,Critical Delay
2025-05-27,Beans Brown (Oloyin),Grains,Ibadan,4500,23,103500,3200,40.6,On-Time
2025-05-27,Milo Refill 500g,Beverages,Abuja,7200,6,43200,6000,20,Delayed
2025-05-27,Power Oil (Sachet),Oils,Port Harcourt,500,17,8500,400,25,On-Time
2025-05-27,Frozen Turkey (kg),Meat,Kano,11000,10,110000,8800,25,On-Time
2025-05-28,Milo Refill 500g,Beverages,Enugu,7200,13,93600,6000,20,Delayed
2025-05-28,Kings Oil 5L,Oils,Lagos (Lekki),27000,18,486000,21500,25.6,On-Time
2025-05-28,Yam Tuber (Large),Produce,Kano,12000,23,276000,8000,50,On-Time
2025-05-28,Yellow Garri (Paint),Tubers,Enugu,5500,1,5500,4200,31,Delayed
2025-05-29,Semovita 10kg,Swallow,Ibadan,10500,15,157500,9200,14.1,Delayed
2025-05-29,Semovita 10kg,Swallow,Abuja,10500,9,94500,9200,14.1,On-Time
2025-05-29,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,-2,0,8000,50,On-Time
2025-05-29,Frozen Turkey (kg),Meat,Kano,10500,1,10500,8800,19.3,On-Time
2025-05-30,Beans Brown (Oloyin),Grains,Ibadan,4500,16,72000,3200,40.6,Delayed
2025-05-30,Yam Tuber (Large),Produce,Port Harcourt,12000,22,264000,8000,50,On-Time
2025-05-30,Power Oil (Sachet),Oils,Ibadan,500,10,5000,400,25,On-Time
2025-05-30,Milo Refill 500g,Beverages,Ibadan,7200,23,165600,6000,20,Delayed
2025-05-31,Semovita 10kg,Swallow,Kano,10500,9,94500,9200,14.1,On-Time
2025-05-31,Yam Tuber (Large),Produce,Enugu,12000,18,216000,8000,50,Critical Delay
2025-05-31,Semovita 10kg,Swallow,Lagos (Ikeja),10500,11,115500,9200,14.1,Critical Delay
2025-05-31,Power Oil (Sachet),Oils,Enugu,500,23,11500,400,25,On-Time
2025-01-06,Local Rice (50kg),Grains,Lagos (Ikeja),120000,10,1200000,105000,14.3,Delayed
2025-01-06,Peak Milk 400g,Dairy,Ibadan,5800,6,34800,4900,18.4,Critical Delay
2025-06-01,Power Oil (Sachet),Oils,Abuja,500,10,5000,400,25,Critical Delay
2025-06-01,Kings Oil 5L,Oils,Kano,27000,-2,0,21500,25.6,Delayed
2025-02-06,Power Oil (Sachet),Oils,Lagos (Ikeja),500,11,5500,400,25,Delayed
2025-02-06,Power Oil (Sachet),Oils,Ibadan,500,30,15000,400,25,Delayed
2025-06-02,Milo Refill 500g,Beverages,Abuja,7200,8,57600,6000,20,On-Time
2025-02-06,Frozen Turkey (kg),Meat,Ibadan,11000,12,132000,8800,25,Delayed
2025-03-06,Power Oil (Sachet),Oils,Port Harcourt,500,8,4000,400,25,On-Time
2025-06-03,Indomie Super Pack,Noodles,Kano,20000,5,100000,16800,19,On-Time
2025-03-06,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,2,11000,4200,31,Delayed
2025-03-06,Yellow Garri (Paint),Tubers,Enugu,5500,-2,0,4200,31,On-Time
2025-06-04,Milo Refill 500g,Beverages,Kano,7200,9,64800,6000,20,Delayed
2025-06-04,Yam Tuber (Large),Produce,Port Harcourt,12000,20,240000,8000,50,Critical Delay
2025-06-04,Peak Milk 400g,Dairy,Port Harcourt,5800,8,46400,4900,18.4,Delayed
2025-04-06,Yellow Garri (Paint),Tubers,Enugu,5500,7,38500,4200,31,Delayed
2025-06-05,Peak Milk 400g,Dairy,Lagos (Lekki),5800,13,75400,4900,18.4,On-Time
2025-06-05,Yellow Garri (Paint),Tubers,Ibadan,5000,9,45000,4200,19,Delayed
2025-05-06,Yam Tuber (Large),Produce,Enugu,12000,23,276000,8000,50,On-Time
2025-06-05,Power Oil (Sachet),Oils,Ibadan,500,9,4500,400,25,Delayed
2025-06-06,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,8,44000,4200,31,On-Time
2025-06-06,Dangote Sugar 1kg,Sweeteners,Enugu,4000,18,72000,3200,25,Critical Delay
2025-06-06,Indomie Super Pack,Noodles,Abuja,20000,-1,0,16800,19,Delayed
2025-06-06,Yam Tuber (Large),Produce,Enugu,12000,0,0,8000,50,On-Time
2025-06-07,Yam Tuber (Large),Produce,Kano,12000,10,120000,8000,50,On-Time
2025-07-06,Peak Milk 400g,Dairy,Enugu,5800,10,58000,4900,18.4,Delayed
2025-07-06,Milo Refill 500g,Beverages,Ibadan,7200,29,208800,6000,20,On-Time
2025-06-07,Beans Brown (Oloyin),Grains,Port Harcourt,4500,25,112500,3200,40.6,Critical Delay
2025-08-06,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,5,36000,6000,20,Delayed
2025-08-06,Frozen Turkey (kg),Meat,Lagos (Lekki),11000,-1,0,8800,25,Delayed
2025-06-08,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,17,187000,8800,25,On-Time
2025-08-06,Semovita 10kg,Swallow,Ibadan,10500,8,84000,9200,14.1,On-Time
2025-09-06,Peak Milk 400g,Dairy,Port Harcourt,5800,2,11600,4900,18.4,Delayed
2025-06-09,Milo Refill 500g,Beverages,Abuja,7200,5,36000,6000,20,On-Time
2025-06-09,Peak Milk 400g,Dairy,Abuja,5800,9,52200,4900,18.4,Delayed
2025-06-09,Semovita 10kg,Swallow,Port Harcourt,10500,12,126000,9200,14.1,Critical Delay
2025-06-10,Semovita 10kg,Swallow,Kano,10500,25,262500,9200,14.1,Delayed
2025-06-10,Milo Refill 500g,Beverages,Abuja,7200,26,187200,6000,20,Critical Delay
2025-06-10,Frozen Turkey (kg),Meat,Port Harcourt,11000,19,209000,8800,25,On-Time
2025-10-06,Yellow Garri (Paint),Tubers,Ibadan,5500,14,77000,4200,31,On-Time
2025-06-11,Local Rice (50kg),Grains,Kano,120000,22,2640000,105000,14.3,Critical Delay
2025-11-06,Yellow Garri (Paint),Tubers,Abuja,5500,-1,0,4200,31,Critical Delay
2025-06-11,Indomie Super Pack,Noodles,Abuja,20000,6,120000,16800,19,Delayed
2025-11-06,Semovita 10kg,Swallow,Ibadan,10500,16,168000,9200,14.1,Delayed
2025-06-12,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,15,180000,8000,50,On-Time
2025-12-06,Frozen Turkey (kg),Meat,Kano,11000,19,209000,8800,25,Delayed
2025-12-06,Yam Tuber (Large),Produce,Port Harcourt,12000,18,216000,8000,50,On-Time
2025-06-12,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,24,96000,3200,25,Critical Delay
2025-06-13,Frozen Turkey (kg),Meat,Enugu,11000,4,44000,8800,25,Delayed
2025-06-13,Local Rice (50kg),Grains,Enugu,120000,1,120000,105000,14.3,Critical Delay
2025-06-13,Kings Oil 5L,Oils,Lagos (Lekki),27000,28,756000,21500,25.6,Critical Delay
2025-06-13,Semovita 10kg,Swallow,Port Harcourt,10000,25,250000,9200,8.7,Delayed
2025-06-14,Yellow Garri (Paint),Tubers,Port Harcourt,5500,3,16500,4200,31,On-Time
2025-06-14,Kings Oil 5L,Oils,Lagos (Ikeja),27000,27,729000,21500,25.6,Delayed
2025-06-14,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,6,24000,3200,25,Delayed
2025-06-14,Power Oil (Sachet),Oils,Kano,500,12,6000,400,25,On-Time
2025-06-15,Yam Tuber (Large),Produce,Ibadan,12000,6,72000,8000,50,Delayed
2025-06-15,Local Rice (50kg),Grains,Lagos (Ikeja),120000,18,2160000,105000,14.3,Delayed
2025-06-15,Kings Oil 5L,Oils,Kano,27000,16,432000,21500,25.6,Critical Delay
2025-06-15,Frozen Turkey (kg),Meat,Lagos (Lekki),10500,10,105000,8800,19.3,Critical Delay
2025-06-16,Local Rice (50kg),Grains,Enugu,119500,-2,0,105000,13.8,On-Time
2025-06-16,Semovita 10kg,Swallow,Lagos (Ikeja),10500,13,136500,9200,14.1,On-Time
2025-06-16,Dangote Sugar 1kg,Sweeteners,Ibadan,4000,14,56000,3200,25,Critical Delay
2025-06-16,Milo Refill 500g,Beverages,Lagos (Lekki),7200,18,129600,6000,20,Critical Delay
2025-06-17,Kings Oil 5L,Oils,Abuja,27000,18,486000,21500,25.6,On-Time
2025-06-17,Milo Refill 500g,Beverages,Lagos (Lekki),7200,30,216000,6000,20,On-Time
2025-06-17,Peak Milk 400g,Dairy,Port Harcourt,5300,12,63600,4900,8.2,On-Time
2025-06-17,Indomie Super Pack,Noodles,Port Harcourt,20000,14,280000,16800,19,Delayed
2025-06-18,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,13,260000,16800,19,Delayed
2025-06-18,Indomie Super Pack,Noodles,Port Harcourt,20000,14,280000,16800,19,Delayed
2025-06-18,Local Rice (50kg),Grains,Lagos (Ikeja),119500,19,2270500,105000,13.8,Delayed
2025-06-18,Local Rice (50kg),Grains,Ibadan,120000,21,2520000,105000,14.3,Critical Delay
2025-06-19,Yellow Garri (Paint),Tubers,Ibadan,5500,17,93500,4200,31,Delayed
2025-06-19,Peak Milk 400g,Dairy,Lagos (Lekki),5800,28,162400,4900,18.4,Delayed
2025-06-19,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,22,121000,4200,31,On-Time
2025-06-19,Milo Refill 500g,Beverages,Enugu,7200,9,64800,6000,20,Delayed
2025-06-20,Kings Oil 5L,Oils,Kano,27000,5,135000,21500,25.6,Delayed
2025-06-20,Peak Milk 400g,Dairy,Abuja,5800,9,52200,4900,18.4,Delayed
2025-06-20,Kings Oil 5L,Oils,Lagos (Lekki),27000,20,540000,21500,25.6,Delayed
2025-06-20,Dangote Sugar 1kg,Sweeteners,Lagos (Ikeja),4000,17,68000,3200,25,Critical Delay
2025-06-21,Yam Tuber (Large),Produce,Lagos (Lekki),12000,16,192000,8000,50,Delayed
2025-06-21,Indomie Super Pack,Noodles,Enugu,20000,28,560000,16800,19,On-Time
2025-06-21,Indomie Super Pack,Noodles,Enugu,20000,4,80000,16800,19,On-Time
2025-06-21,Beans Brown (Oloyin),Grains,Ibadan,4000,5,20000,3200,25,Critical Delay
2025-06-22,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,18,99000,4200,31,Delayed
2025-06-22,Yellow Garri (Paint),Tubers,Port Harcourt,5500,11,60500,4200,31,Delayed
2025-06-22,Peak Milk 400g,Dairy,Port Harcourt,5800,9,52200,4900,18.4,Delayed
2025-06-22,Indomie Super Pack,Noodles,Kano,20000,5,100000,16800,19,Critical Delay
2025-06-23,Yam Tuber (Large),Produce,Lagos (Ikeja),11500,23,264500,8000,43.8,On-Time
2025-06-23,Power Oil (Sachet),Oils,Lagos (Ikeja),500,14,7000,400,25,Delayed
2025-06-23,Local Rice (50kg),Grains,Ibadan,120000,21,2520000,105000,14.3,On-Time
2025-06-23,Kings Oil 5L,Oils,Kano,27000,29,783000,21500,25.6,Critical Delay
2025-06-24,Frozen Turkey (kg),Meat,Lagos (Lekki),11000,12,132000,8800,25,On-Time
2025-06-24,Local Rice (50kg),Grains,Lagos (Lekki),120000,3,360000,105000,14.3,On-Time
2025-06-24,Beans Brown (Oloyin),Grains,Enugu,4500,-2,0,3200,40.6,On-Time
2025-06-24,Yellow Garri (Paint),Tubers,Ibadan,5500,10,55000,4200,31,Delayed
2025-06-25,Indomie Super Pack,Noodles,Port Harcourt,20000,0,0,16800,19,Delayed
2025-06-25,Yam Tuber (Large),Produce,Ibadan,12000,30,360000,8000,50,Critical Delay
2025-06-25,Peak Milk 400g,Dairy,Ibadan,5800,18,104400,4900,18.4,Delayed
2025-06-25,Yam Tuber (Large),Produce,Ibadan,12000,9,108000,8000,50,Critical Delay
2025-06-26,Milo Refill 500g,Beverages,Ibadan,7200,12,86400,6000,20,Critical Delay
2025-06-26,Beans Brown (Oloyin),Grains,Enugu,4500,30,135000,3200,40.6,Delayed
2025-06-26,Frozen Turkey (kg),Meat,Enugu,11000,18,198000,8800,25,Critical Delay
2025-06-26,Frozen Turkey (kg),Meat,Enugu,11000,27,297000,8800,25,Critical Delay
2025-06-27,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,13,260000,16800,19,On-Time
2025-06-27,Yellow Garri (Paint),Tubers,Abuja,5500,6,33000,4200,31,Delayed
2025-06-27,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,9,49500,4200,31,On-Time
2025-06-27,Yam Tuber (Large),Produce,Abuja,12000,16,192000,8000,50,Delayed
2025-06-28,Beans Brown (Oloyin),Grains,Enugu,4500,0,0,3200,40.6,Delayed
2025-06-28,Yellow Garri (Paint),Tubers,Ibadan,5500,17,93500,4200,31,On-Time
2025-06-28,Yellow Garri (Paint),Tubers,Port Harcourt,5500,9,49500,4200,31,On-Time
2025-06-28,Milo Refill 500g,Beverages,Enugu,7200,28,201600,6000,20,Critical Delay
2025-06-29,Power Oil (Sachet),Oils,Lagos (Ikeja),500,18,9000,400,25,Critical Delay
2025-06-29,Local Rice (50kg),Grains,Abuja,120000,12,1440000,105000,14.3,Delayed
2025-06-29,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5500,11,60500,4200,31,Delayed
2025-06-29,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4500,9,40500,3200,40.6,Delayed
2025-06-30,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,14,100800,6000,20,On-Time
2025-06-30,Milo Refill 500g,Beverages,Port Harcourt,7200,28,201600,6000,20,Critical Delay
2025-06-30,Milo Refill 500g,Beverages,Port Harcourt,7200,1,7200,6000,20,On-Time
2025-06-30,Power Oil (Sachet),Oils,Port Harcourt,500,4,2000,400,25,Delayed
2025-01-07,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,2,24000,8000,50,Delayed
2025-07-01,Yam Tuber (Large),Produce,Lagos (Lekki),12000,25,300000,8000,50,Critical Delay
2025-07-01,Indomie Super Pack,Noodles,Lagos (Lekki),20000,16,320000,16800,19,On-Time
2025-07-01,Milo Refill 500g,Beverages,Enugu,7200,6,43200,6000,20,Delayed
2025-02-07,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,30,216000,6000,20,Critical Delay
2025-02-07,Milo Refill 500g,Beverages,Enugu,7200,3,21600,6000,20,Critical Delay
2025-07-02,Peak Milk 400g,Dairy,Enugu,5800,11,63800,4900,18.4,Critical Delay
2025-07-02,Power Oil (Sachet),Oils,Lagos (Lekki),500,27,13500,400,25,Critical Delay
2025-03-07,Peak Milk 400g,Dairy,Ibadan,5800,2,11600,4900,18.4,Critical Delay
2025-07-03,Dangote Sugar 1kg,Sweeteners,Ibadan,4000,8,32000,3200,25,Delayed
2025-03-07,Indomie Super Pack,Noodles,Lagos (Lekki),20000,10,200000,16800,19,Delayed
2025-07-03,Frozen Turkey (kg),Meat,Abuja,11000,11,121000,8800,25,Delayed
2025-07-04,Beans Brown (Oloyin),Grains,Lagos (Ikeja),4000,29,116000,3200,25,Delayed
2025-04-07,Indomie Super Pack,Noodles,Lagos (Lekki),20000,17,340000,16800,19,On-Time
2025-04-07,Yam Tuber (Large),Produce,Kano,12000,25,300000,8000,50,Critical Delay
2025-07-04,Indomie Super Pack,Noodles,Port Harcourt,20000,2,40000,16800,19,On-Time
2025-05-07,Semovita 10kg,Swallow,Lagos (Lekki),10500,5,52500,9200,14.1,On-Time
2025-07-05,Power Oil (Sachet),Oils,Ibadan,500,25,12500,400,25,On-Time
2025-05-07,Indomie Super Pack,Noodles,Ibadan,20000,8,160000,16800,19,Critical Delay
2025-05-07,Local Rice (50kg),Grains,Lagos (Ikeja),120000,23,2760000,105000,14.3,Delayed
2025-07-06,Power Oil (Sachet),Oils,Lagos (Lekki),500,10,5000,400,25,Critical Delay
2025-07-06,Yam Tuber (Large),Produce,Abuja,12000,23,276000,8000,50,On-Time
2025-07-06,Dangote Sugar 1kg,Sweeteners,Enugu,4000,15,60000,3200,25,Delayed
2025-06-07,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,20,80000,3200,25,Delayed
2025-07-07,Yellow Garri (Paint),Tubers,Ibadan,5500,4,22000,4200,31,Delayed
2025-07-07,Indomie Super Pack,Noodles,Abuja,20000,19,380000,16800,19,Delayed
2025-07-07,Milo Refill 500g,Beverages,Kano,7200,3,21600,6000,20,Delayed
2025-07-07,Frozen Turkey (kg),Meat,Enugu,11000,21,231000,8800,25,Critical Delay
2025-07-08,Dangote Sugar 1kg,Sweeteners,Abuja,4000,26,104000,3200,25,On-Time
2025-07-08,Semovita 10kg,Swallow,Lagos (Ikeja),10500,18,189000,9200,14.1,On-Time
2025-08-07,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,11,44000,3200,25,Critical Delay
2025-08-07,Local Rice (50kg),Grains,Ibadan,120000,21,2520000,105000,14.3,On-Time
2025-09-07,Peak Milk 400g,Dairy,Kano,5800,27,156600,4900,18.4,On-Time
2025-09-07,Frozen Turkey (kg),Meat,Kano,11000,20,220000,8800,25,On-Time
2025-07-09,Yellow Garri (Paint),Tubers,Abuja,5500,29,159500,4200,31,On-Time
2025-07-09,Yellow Garri (Paint),Tubers,Port Harcourt,5500,16,88000,4200,31,Critical Delay
2025-10-07,Local Rice (50kg),Grains,Ibadan,120000,30,3600000,105000,14.3,Delayed
2025-07-10,Frozen Turkey (kg),Meat,Ibadan,11000,26,286000,8800,25,Delayed
2025-07-10,Dangote Sugar 1kg,Sweeteners,Ibadan,4000,6,24000,3200,25,On-Time
2025-07-10,Peak Milk 400g,Dairy,Kano,5800,7,40600,4900,18.4,Delayed
2025-07-11,Beans Brown (Oloyin),Grains,Enugu,4500,-2,0,3200,40.6,Delayed
2025-11-07,Kings Oil 5L,Oils,Abuja,27000,29,783000,21500,25.6,On-Time
2025-11-07,Milo Refill 500g,Beverages,Lagos (Ikeja),7200,1,7200,6000,20,Delayed
2025-07-11,Beans Brown (Oloyin),Grains,Enugu,4500,1,4500,3200,40.6,Critical Delay
2025-07-12,Frozen Turkey (kg),Meat,Ibadan,11000,24,264000,8800,25,Critical Delay
2025-12-07,Indomie Super Pack,Noodles,Lagos (Ikeja),20000,23,460000,16800,19,Delayed
2025-07-12,Power Oil (Sachet),Oils,Lagos (Lekki),500,-2,0,400,25,Delayed
2025-07-12,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5000,8,40000,4200,19,Critical Delay
2025-07-13,Power Oil (Sachet),Oils,Port Harcourt,500,30,15000,400,25,On-Time
2025-07-13,Yellow Garri (Paint),Tubers,Enugu,5000,10,50000,4200,19,On-Time
2025-07-13,Power Oil (Sachet),Oils,Lagos (Lekki),500,6,3000,400,25,Critical Delay
2025-07-13,Semovita 10kg,Swallow,Port Harcourt,10500,27,283500,9200,14.1,Critical Delay
2025-07-14,Dangote Sugar 1kg,Sweeteners,Ibadan,4000,-1,0,3200,25,Critical Delay
2025-07-14,Power Oil (Sachet),Oils,Lagos (Ikeja),500,27,13500,400,25,On-Time
2025-07-14,Peak Milk 400g,Dairy,Kano,5800,6,34800,4900,18.4,On-Time
2025-07-14,Indomie Super Pack,Noodles,Ibadan,20000,5,100000,16800,19,On-Time
2025-07-15,Dangote Sugar 1kg,Sweeteners,Lagos (Ikeja),4000,27,108000,3200,25,Delayed
2025-07-15,Frozen Turkey (kg),Meat,Lagos (Lekki),11000,1,11000,8800,25,Delayed
2025-07-15,Kings Oil 5L,Oils,Kano,27000,18,486000,21500,25.6,On-Time
2025-07-15,Kings Oil 5L,Oils,Lagos (Lekki),27000,8,216000,21500,25.6,On-Time
2025-07-16,Kings Oil 5L,Oils,Enugu,27000,17,459000,21500,25.6,Delayed
2025-07-16,Power Oil (Sachet),Oils,Enugu,500,21,10500,400,25,Delayed
2025-07-16,Peak Milk 400g,Dairy,Port Harcourt,5800,5,29000,4900,18.4,Critical Delay
2025-07-16,Semovita 10kg,Swallow,Lagos (Ikeja),10500,14,147000,9200,14.1,Delayed
2025-07-17,Power Oil (Sachet),Oils,Abuja,500,12,6000,400,25,Delayed
2025-07-17,Frozen Turkey (kg),Meat,Port Harcourt,11000,20,220000,8800,25,On-Time
2025-07-17,Dangote Sugar 1kg,Sweeteners,Ibadan,4000,-1,0,3200,25,On-Time
2025-07-17,Dangote Sugar 1kg,Sweeteners,Kano,4000,30,120000,3200,25,Critical Delay
2025-07-18,Frozen Turkey (kg),Meat,Enugu,11000,19,209000,8800,25,On-Time
2025-07-18,Yam Tuber (Large),Produce,Port Harcourt,12000,18,216000,8000,50,Critical Delay
2025-07-18,Power Oil (Sachet),Oils,Ibadan,500,28,14000,400,25,On-Time
2025-07-18,Kings Oil 5L,Oils,Abuja,27000,2,54000,21500,25.6,Critical Delay
2025-07-19,Yam Tuber (Large),Produce,Port Harcourt,12000,23,276000,8000,50,Critical Delay
2025-07-19,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,8,96000,8000,50,On-Time
2025-07-19,Frozen Turkey (kg),Meat,Kano,11000,7,77000,8800,25,Critical Delay
2025-07-19,Yam Tuber (Large),Produce,Ibadan,12000,12,144000,8000,50,Critical Delay
2025-07-20,Indomie Super Pack,Noodles,Lagos (Lekki),20000,4,80000,16800,19,Delayed
2025-07-20,Milo Refill 500g,Beverages,Port Harcourt,7200,29,208800,6000,20,Delayed
2025-07-20,Local Rice (50kg),Grains,Kano,120000,10,1200000,105000,14.3,On-Time
2025-07-20,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,-2,0,8800,25,On-Time
2025-07-21,Semovita 10kg,Swallow,Abuja,10500,7,73500,9200,14.1,Critical Delay
2025-07-21,Yellow Garri (Paint),Tubers,Enugu,5500,30,165000,4200,31,On-Time
2025-07-21,Indomie Super Pack,Noodles,Kano,20000,26,520000,16800,19,Delayed
2025-07-21,Indomie Super Pack,Noodles,Kano,20000,19,380000,16800,19,Delayed
2025-07-22,Yellow Garri (Paint),Tubers,Lagos (Lekki),5500,13,71500,4200,31,Critical Delay
2025-07-22,Yellow Garri (Paint),Tubers,Ibadan,5500,19,104500,4200,31,Delayed
2025-07-22,Beans Brown (Oloyin),Grains,Ibadan,4500,30,135000,3200,40.6,Critical Delay
2025-07-22,Peak Milk 400g,Dairy,Enugu,5300,16,84800,4900,8.2,Delayed
2025-07-23,Semovita 10kg,Swallow,Ibadan,10500,2,21000,9200,14.1,On-Time
2025-07-23,Dangote Sugar 1kg,Sweeteners,Abuja,4000,10,40000,3200,25,Delayed
2025-07-23,Local Rice (50kg),Grains,Enugu,120000,18,2160000,105000,14.3,Critical Delay
2025-07-23,Semovita 10kg,Swallow,Abuja,10500,22,231000,9200,14.1,Critical Delay
2025-07-24,Frozen Turkey (kg),Meat,Ibadan,11000,14,154000,8800,25,Critical Delay
2025-07-24,Yellow Garri (Paint),Tubers,Enugu,5500,28,154000,4200,31,On-Time
2025-07-24,Kings Oil 5L,Oils,Kano,27000,23,621000,21500,25.6,On-Time
2025-07-24,Frozen Turkey (kg),Meat,Ibadan,11000,23,253000,8800,25,Critical Delay
2025-07-25,Yam Tuber (Large),Produce,Ibadan,12000,9,108000,8000,50,On-Time
2025-07-25,Semovita 10kg,Swallow,Abuja,10500,30,315000,9200,14.1,On-Time
2025-07-25,Semovita 10kg,Swallow,Abuja,10500,14,147000,9200,14.1,On-Time
2025-07-25,Semovita 10kg,Swallow,Lagos (Ikeja),10500,5,52500,9200,14.1,On-Time
2025-07-26,Kings Oil 5L,Oils,Lagos (Ikeja),27000,17,459000,21500,25.6,On-Time
2025-07-26,Kings Oil 5L,Oils,Lagos (Lekki),27000,4,108000,21500,25.6,On-Time
2025-07-26,Yam Tuber (Large),Produce,Enugu,12000,2,24000,8000,50,Critical Delay
2025-07-26,Yam Tuber (Large),Produce,Kano,12000,29,348000,8000,50,Delayed
2025-07-27,Semovita 10kg,Swallow,Abuja,10500,30,315000,9200,14.1,On-Time
2025-07-27,Yellow Garri (Paint),Tubers,Lagos (Ikeja),5000,1,5000,4200,19,On-Time
2025-07-27,Yellow Garri (Paint),Tubers,Abuja,5500,23,126500,4200,31,Delayed
2025-07-27,Yam Tuber (Large),Produce,Lagos (Ikeja),12000,13,156000,8000,50,Critical Delay
2025-07-28,Peak Milk 400g,Dairy,Kano,5800,17,98600,4900,18.4,Delayed
2025-07-28,Kings Oil 5L,Oils,Abuja,27000,24,648000,21500,25.6,Delayed
2025-07-28,Dangote Sugar 1kg,Sweeteners,Port Harcourt,4000,-2,0,3200,25,Critical Delay
2025-07-28,Semovita 10kg,Swallow,Enugu,10500,9,94500,9200,14.1,Delayed
2025-07-29,Milo Refill 500g,Beverages,Lagos (Lekki),7200,11,79200,6000,20,Critical Delay
2025-07-29,Kings Oil 5L,Oils,Port Harcourt,27000,28,756000,21500,25.6,Delayed
2025-07-29,Yellow Garri (Paint),Tubers,Enugu,5500,1,5500,4200,31,Delayed
2025-07-29,Milo Refill 500g,Beverages,Abuja,7200,-1,0,6000,20,Critical Delay
2025-07-30,Yellow Garri (Paint),Tubers,Kano,5500,24,132000,4200,31,Delayed
2025-07-30,Power Oil (Sachet),Oils,Enugu,500,7,3500,400,25,On-Time
2025-07-30,Yellow Garri (Paint),Tubers,Kano,5500,18,99000,4200,31,Delayed
2025-07-30,Yellow Garri (Paint),Tubers,Kano,5500,25,137500,4200,31,On-Time
2025-07-31,Power Oil (Sachet),Oils,Port Harcourt,500,1,500,400,25,Critical Delay
2025-07-31,Frozen Turkey (kg),Meat,Lagos (Ikeja),11000,-2,0,8800,25,On-Time
2025-07-31,Milo Refill 500g,Beverages,Port Harcourt,7200,5,36000,6000,20,Critical Delay
2025-07-31,Milo Refill 500g,Beverages,Kano,7200,20,144000,6000,20,Critical Delay
2025-08-01,Frozen Turkey (kg),Meat,Abuja,11000,12,132000,8800,25,Delayed
2025-08-01,Yellow Garri (Paint),Tubers,Ibadan,5500,8,44000,4200,31,Delayed
2025-08-01,Power Oil (Sachet),Oils,Port Harcourt,500,14,7000,400,25,On-Time
2025-08-01,Milo Refill 500g,Beverages,Lagos (Lekki),7200,-2,0,6000,20,Delayed
2025-02-08,Local Rice (50kg),Grains,Port Harcourt,119500,17,2031500,105000,13.8,On-Time
2025-08-02,Indomie Super Pack,Noodles,Kano,20000,11,220000,16800,19,On-Time
2025-08-02,Indomie Super Pack,Noodles,Lagos (Ikeja),19500,28,546000,16800,16.1,On-Time
